ZdAId;ZdAVersion;ZdACreated;ZdAChanged;ZdAName;ZdAXEpsg2154;ZdAYEpsg2154;ZdCId;ZdAPostalRegion;ZdATown;ZdAType
493783;1667409-62931;2025-08-28T11:52:37+02:00;2025-08-28T11:53:11+02:00;Guy Môquet;640386;6844774;62931;91471;Orsay;onstreetBus
44919;829800-829801;2014-12-29T00:00:00+01:00;2025-08-26T15:41:38+02:00;Marcel Tabu;605514;6878231;66109;78361;Mantes-la-Jolie;onstreetBus
57186;57186-65850;2014-12-29T15:31:51+01:00;2025-08-26T15:41:22+02:00;Collège Jacques Cartier;611233;6877087;65850;78314;Issou;onstreetBus
473409;1095510-1095508;2019-03-13T00:00:00+01:00;2025-08-26T15:41:13+02:00;Gare de Juziers;615520;6877572;65988;78327;Juziers;onstreetBus
58490;744008-744003;2014-12-29T00:00:00+01:00;2025-08-26T15:40:27+02:00;Le Hamel;592638;6873295;65177;78107;Bréval;onstreetBus
47722;729816-729817;2014-12-29T00:00:00+01:00;2025-08-26T11:00:41+02:00;Sophie Barat;646364;6851054;73611;91645;Verrières-le-Buisson;onstreetBus
53552;53552-62285;2014-12-29T15:31:51+01:00;2025-08-26T08:27:16+02:00;Les Iles;668018;6832862;62285;77445;Savigny-le-Temple;onstreetBus
58095;58095-72450;2014-12-29T15:31:51+01:00;2025-08-22T08:06:21+02:00;Nouvelle Piscine;660975;6867129;72450;93053;Noisy-le-Sec;onstreetBus
52925;1300842-1300846;2014-12-29T00:00:00+01:00;2025-08-21T10:05:30+02:00;Augustin Fresnel;652174;6836066;60410;91549;Sainte-Geneviève-des-Bois;onstreetBus
478613;1178327-1246142;2019-11-07T00:00:00+01:00;2025-08-21T10:05:24+02:00;Avenue de Paris;627642;6825996;480828;91200;Dourdan;onstreetBus
473044;1486037-1106547;2019-03-08T00:00:00+01:00;2025-08-21T10:04:16+02:00;Gare de Dourdan;626790;6826380;59836;91200;Dourdan;onstreetBus
53003;53003-59827;2014-12-29T15:31:51+01:00;2025-08-21T10:03:40+02:00;Le Bouchet;652901;6826027;59827;91315;Itteville;onstreetBus
424430;797257-797259;2016-09-07T21:17:05+02:00;2025-08-21T10:02:51+02:00;Lycée Einstein;651997;6837577;424431;91549;Sainte-Geneviève-des-Bois;onstreetBus
58449;58449-73743;2014-12-29T15:31:51+01:00;2025-08-21T10:02:45+02:00;Mairie;648214;6829392;73743;91376;Marolles-en-Hurepoix;onstreetBus
47079;47079-657654;2014-12-29T15:31:51+01:00;2025-08-21T10:02:12+02:00;Piscine;628068;6825995;59818;91200;Dourdan;onstreetBus
473601;1099959-1099979;2019-03-18T00:00:00+01:00;2025-08-20T10:55:31+02:00;Gare de Vaucresson;637807;6860012;70705;92076;Vaucresson;onstreetBus
493679;1664664-64324;2025-08-20T10:54:45+02:00;2025-08-20T10:55:31+02:00;Soudanes;636404;6862892;64324;78350;Louveciennes;onstreetBus
53884;53884-60129;2014-12-29T15:31:51+01:00;2025-08-20T09:41:04+02:00;ZI Limousin;648578;6832870;60129;91103;Brétigny-sur-Orge;onstreetBus
415588;652833-652835;2015-04-10T12:18:27+02:00;2025-08-20T09:40:02+02:00;Verger;646694;6827852;415589;91156;Cheptainville;onstreetBus
57623;57623-59802;2014-12-29T15:31:51+01:00;2025-08-20T09:39:56+02:00;Vallée;654497;6824861;59802;91045;Ballancourt-sur-Essonne;onstreetBus
53067;53067-59437;2014-12-29T15:31:51+01:00;2025-08-20T09:38:58+02:00;Terrasse;635040;6806741;59437;91533;Saclas;onstreetBus
44921;44921-60412;2014-12-29T15:31:51+01:00;2025-08-20T09:38:52+02:00;Techniparc;649546;6836098;60412;91570;Saint-Michel-sur-Orge;onstreetBus
53066;53066-60909;2014-12-29T15:31:51+01:00;2025-08-20T09:38:23+02:00;Stade;649933;6841211;60909;91216;Épinay-sur-Orge;onstreetBus
53064;1135068-1135069;2014-12-29T00:00:00+01:00;2025-08-20T09:38:19+02:00;Stade;648348;6824191;59738;91095;Bouray-sur-Juine;onstreetBus
53063;53063-59427;2014-12-29T15:31:51+01:00;2025-08-20T09:37:04+02:00;Saint Cyr la Rivière;637156;6805710;59427;91544;Saint-Cyr-la-Rivière;onstreetBus
53893;53893-60362;2014-12-29T15:31:51+01:00;2025-08-20T09:36:52+02:00;Sablière;649153;6835685;60362;91103;Brétigny-sur-Orge;onstreetBus
483894;1388669-893431;2022-05-05T17:29:42+02:00;2025-08-20T09:36:34+02:00;Rue Nicephore Niepce;628602;6825326;59780;91200;Dourdan;onstreetBus
44786;44786-59663;2014-12-29T15:31:51+01:00;2025-08-20T09:36:31+02:00;Ruelle aux Anglais;641560;6820936;59663;91038;Auvers-Saint-Georges;onstreetBus
44746;44746-839603;2014-12-29T15:31:51+01:00;2025-08-20T09:35:48+02:00;Rue des Fleurs;648173;6846532;425949;91377;Massy;onstreetBus
427031;892327-1249596;2017-10-11T21:13:27+02:00;2025-08-20T09:35:20+02:00;Rue Orsonville;627678;6825204;59763;91200;Dourdan;onstreetBus
53927;53927-59910;2014-12-29T15:31:51+01:00;2025-08-20T09:34:37+02:00;Route d'Evry;649429;6828999;59910;91332;Leudeville;onstreetBus
44693;1389858-1435832;2014-12-29T00:00:00+01:00;2025-08-20T09:34:28+02:00;Rotonde;637512;6815115;59555;91223;Étampes;onstreetBus
427025;892291-1232774;2017-10-11T21:12:43+02:00;2025-08-20T09:33:32+02:00;Résidence du Parc;627863;6825915;427072;91200;Dourdan;onstreetBus
53057;53057-60604;2014-12-29T15:31:51+01:00;2025-08-20T09:33:20+02:00;René Clair;652252;6838153;60604;91549;Sainte-Geneviève-des-Bois;onstreetBus
53053;1362888-1362887;2014-12-29T00:00:00+01:00;2025-08-20T09:32:55+02:00;Québec;647650;6825374;59794;91330;Lardy;onstreetBus
480601;1234603-1325214;2021-02-02T00:00:00+01:00;2025-08-20T09:32:51+02:00;Quatre Vents;651053;6840329;60858;91667;Villemoisson-sur-Orge;onstreetBus
53928;1605228-1605233;2014-12-29T00:00:00+01:00;2025-08-20T09:32:31+02:00;Presle;648288;6831433;60061;91103;Brétigny-sur-Orge;onstreetBus
58902;58902-74050;2014-12-29T15:31:51+01:00;2025-08-20T09:31:58+02:00;Pont Rubeau;650494;6841987;74050;91216;Épinay-sur-Orge;onstreetBus
53050;53050-60738;2014-12-29T15:31:51+01:00;2025-08-20T09:31:36+02:00;Pont Cylindre;649118;6839135;60738;91549;Sainte-Geneviève-des-Bois;onstreetBus
47947;1362773-59430;2014-12-29T00:00:00+01:00;2025-08-20T09:30:24+02:00;Place du Carrouge;625296;6805937;59430;91511;Pussay;onstreetBus
53046;1455295-1455297;2014-12-29T15:31:51+01:00;2025-08-20T09:30:15+02:00;Place des Monseaux / Petit Vaux;650549;6841584;60934;91216;Épinay-sur-Orge;onstreetBus
44369;1568427-1568424;2014-12-29T15:31:51+01:00;2025-08-20T09:29:45+02:00;Place Charles Steber / Longjumeau;647993;6844395;62867;91345;Longjumeau;onstreetBus
53921;53921-59915;2014-12-29T15:31:51+01:00;2025-08-20T09:29:22+02:00;Pinsons;649034;6829243;59915;91376;Marolles-en-Hurepoix;onstreetBus
53930;53930-60022;2014-12-29T15:31:51+01:00;2025-08-20T09:27:44+02:00;Noues;652563;6830886;60022;91648;Vert-le-Grand;onstreetBus
53906;53906-60258;2014-12-29T15:31:51+01:00;2025-08-20T09:27:24+02:00;Mozart;649955;6834563;60258;91494;Le Plessis-Pâté;onstreetBus
478607;1178157-1178159;2019-11-06T16:10:15+01:00;2025-08-20T09:26:47+02:00;Moulin à Vent;647565;6829394;478608;91376;Marolles-en-Hurepoix;onstreetBus
53034;1232955-1232971;2014-12-29T00:00:00+01:00;2025-08-20T09:26:40+02:00;Moulin à Vent;650342;6820400;59654;91129;Cerny;onstreetBus
58900;1353166-1353167;2014-12-29T00:00:00+01:00;2025-08-20T09:26:09+02:00;Molière - Silléry;650343;6842302;74048;91216;Épinay-sur-Orge;onstreetBus
53889;1353149-1353150;2014-12-29T00:00:00+01:00;2025-08-20T09:26:05+02:00;Moinerie;648694;6833334;60160;91103;Brétigny-sur-Orge;onstreetBus
53938;53938-59760;2014-12-29T15:31:51+01:00;2025-08-20T09:25:59+02:00;Mille Club;654382;6824716;59760;91045;Ballancourt-sur-Essonne;onstreetBus
53024;53024-60768;2014-12-29T15:31:51+01:00;2025-08-20T09:24:58+02:00;Maréchal de Lattre de Tassigny;649999;6839358;60768;91549;Sainte-Geneviève-des-Bois;onstreetBus
49892;1374420-1374421;2014-12-29T00:00:00+01:00;2025-08-20T09:24:05+02:00;Maison de Retraite René Legros;626416;6826753;59841;91200;Dourdan;onstreetBus
53903;53903-1352907;2014-12-29T15:31:51+01:00;2025-08-20T09:23:45+02:00;Mairie - Eglise;650347;6834879;60289;91494;Le Plessis-Pâté;onstreetBus
53029;53029-60863;2014-12-29T15:31:51+01:00;2025-08-20T09:23:41+02:00;Mairie;650630;6840446;60863;91667;Villemoisson-sur-Orge;onstreetBus
53025;53025-59877;2014-12-29T15:31:51+01:00;2025-08-20T09:22:39+02:00;Mairie;645763;6828125;59877;91156;Cheptainville;onstreetBus
43859;43859-59566;2014-12-29T15:31:51+01:00;2025-08-20T09:22:17+02:00;Lycée Saint Hilaire;637056;6815351;59566;91223;Étampes;onstreetBus
53885;53885-60382;2014-12-29T15:31:51+01:00;2025-08-20T09:20:58+02:00;Louise Michel;649251;6835804;60382;91103;Brétigny-sur-Orge;onstreetBus
53022;53022-59837;2014-12-29T15:31:51+01:00;2025-08-20T09:20:45+02:00;Longue Raie;652337;6826328;59837;91315;Itteville;onstreetBus
43794;43794-60930;2014-12-29T15:31:51+01:00;2025-08-20T09:20:15+02:00;Les Templiers;649698;6841673;60930;91216;Épinay-sur-Orge;onstreetBus
53020;53020-59733;2014-12-29T15:31:51+01:00;2025-08-20T09:20:09+02:00;Les Roches;645693;6824138;59733;91318;Janville-sur-Juine;onstreetBus
43774;43774-60251;2014-12-29T15:31:51+01:00;2025-08-20T09:19:52+02:00;Les Petits Bois;653822;6834397;60251;91086;Bondoufle;onstreetBus
53879;53879-60288;2014-12-29T15:31:51+01:00;2025-08-20T09:19:16+02:00;Les Halliers;648666;6834821;60288;91103;Brétigny-sur-Orge;onstreetBus
52988;1351172-1351173;2014-12-29T00:00:00+01:00;2025-08-20T09:19:09+02:00;Les Graviers;646096;6824245;59741;91318;Janville-sur-Juine;onstreetBus
415814;660235-660258;2015-04-29T11:08:06+02:00;2025-08-20T09:18:59+02:00;Les Froulans;644649;6829420;59922;91041;Avrainville;onstreetBus
480540;1229066-1250554;2021-01-20T00:00:00+01:00;2025-08-20T09:18:46+02:00;Les Feux;646656;6828110;427821;91156;Cheptainville;onstreetBus
43721;43721-60307;2014-12-29T15:31:51+01:00;2025-08-20T09:18:19+02:00;Les Coccinelles;653449;6835091;60307;91086;Bondoufle;onstreetBus
53011;914998-914999;2014-12-29T00:00:00+01:00;2025-08-20T09:18:09+02:00;Les Bédouins;651710;6823255;59708;91315;Itteville;onstreetBus
48551;1351419-1351420;2014-12-29T00:00:00+01:00;2025-08-20T09:17:47+02:00;Les Trois Parts;653563;6834494;60256;91086;Bondoufle;onstreetBus
53883;53883-60184;2014-12-29T15:31:51+01:00;2025-08-20T09:16:03+02:00;Lanson;648193;6833655;60184;91103;Brétigny-sur-Orge;onstreetBus
43565;1319836-1319837;2014-12-29T00:00:00+01:00;2025-08-20T09:15:56+02:00;La Montagne - Lycée Belmondo;644404;6833196;60153;91021;Arpajon;onstreetBus
48447;48447-59677;2014-12-29T15:31:51+01:00;2025-08-20T09:15:44+02:00;La Huchette;639876;6821854;59677;91226;Étréchy;onstreetBus
53000;1350494-1350498;2014-12-29T00:00:00+01:00;2025-08-20T09:15:41+02:00;La Grenouillère;651305;6826790;59855;91579;Saint-Vrain;onstreetBus
52944;52944-59792;2014-12-29T15:31:51+01:00;2025-08-20T09:14:58+02:00;La Boissière;648186;6825362;59792;91330;Lardy;onstreetBus
49906;1351048-1351047;2014-12-29T00:00:00+01:00;2025-08-20T09:14:52+02:00;L'Ermitage;627731;6825388;59785;91200;Dourdan;onstreetBus
483907;1389859-1435833;2022-05-10T15:37:25+02:00;2025-08-20T09:14:38+02:00;Louis Moreau;637743;6815285;485906;91223;Étampes;onstreetBus
50020;50020-59623;2014-12-29T15:31:51+01:00;2025-08-20T09:14:26+02:00;Jouy;652987;6817212;59623;91293;Guigneville-sur-Essonne;onstreetBus
43479;1350269-1350268;2014-12-29T00:00:00+01:00;2025-08-20T09:14:19+02:00;Joliot Curie;651903;6838288;60613;91549;Sainte-Geneviève-des-Bois;onstreetBus
52993;1320245-1320246;2014-12-29T00:00:00+01:00;2025-08-20T09:13:23+02:00;Hôtel de Ville;650305;6837997;60589;91549;Sainte-Geneviève-des-Bois;onstreetBus
43369;43369-62746;2014-12-29T15:31:51+01:00;2025-08-20T09:12:41+02:00;Hôpital de Longjumeau;647746;6843747;62746;91345;Longjumeau;onstreetBus
43367;43367-1206958;2014-12-29T15:31:51+01:00;2025-08-20T09:12:35+02:00;Hôpital;626310;6826423;59834;91200;Dourdan;onstreetBus
58904;58904-74051;2014-12-29T15:31:51+01:00;2025-08-20T09:12:02+02:00;Hauts Graviers;650643;6841825;74051;91216;Épinay-sur-Orge;onstreetBus
58447;1422553-1422552;2014-12-29T15:31:51+01:00;2025-08-20T09:11:58+02:00;Haut de Vigne;653008;6828362;59885;91649;Vert-le-Petit;onstreetBus
43332;1135130-1135131;2014-12-29T00:00:00+01:00;2025-08-20T09:11:29+02:00;Guy Môquet;651180;6838087;60598;91549;Sainte-Geneviève-des-Bois;onstreetBus
53916;53916-59821;2014-12-29T15:31:51+01:00;2025-08-20T09:10:54+02:00;Glycines;654081;6825860;59821;91045;Ballancourt-sur-Essonne;onstreetBus
52982;52982-59714;2014-12-29T15:31:51+01:00;2025-08-20T09:10:49+02:00;Gillevoisin;643053;6823509;59714;91318;Janville-sur-Juine;onstreetBus
47103;47103-1096122;2014-12-29T15:31:51+01:00;2025-08-20T09:10:36+02:00;Gendarmerie;644772;6824584;473435;91330;Lardy;onstreetBus
53870;53870-60170;2014-12-29T15:31:51+01:00;2025-08-20T09:10:20+02:00;Gayot Babin;647969;6833529;60170;91103;Brétigny-sur-Orge;onstreetBus
473321;1096129-1096097;2019-03-13T00:00:00+01:00;2025-08-20T09:08:40+02:00;Gare de Lardy;645077;6824752;59761;91330;Lardy;onstreetBus
473373;1094628-1119598;2019-03-13T00:00:00+01:00;2025-08-20T09:07:33+02:00;Gare d'Etrechy;640450;6821803;59678;91226;Étréchy;onstreetBus
58838;1388847-1434651;2014-12-29T00:00:00+01:00;2025-08-20T09:06:58+02:00;Garderie;640062;6821217;59671;91226;Étréchy;onstreetBus
47066;1349507-1349506;2014-12-29T00:00:00+01:00;2025-08-20T09:06:52+02:00;Gabriel Péri;649784;6842013;60972;91216;Épinay-sur-Orge;onstreetBus
52978;52978-59414;2014-12-29T15:31:51+01:00;2025-08-20T09:06:29+02:00;Fontenette;638748;6803426;59414;91001;Abbéville-la-Rivière;onstreetBus
53926;53926-60081;2014-12-29T15:31:51+01:00;2025-08-20T09:06:15+02:00;Ferme MN;648421;6832140;60081;91103;Brétigny-sur-Orge;onstreetBus
59101;1368515-1368516;2014-12-29T00:00:00+01:00;2025-08-20T09:05:38+02:00;Estouches / Eglise;635785;6800591;74180;91390;Mérévillois;onstreetBus
42955;1349136-1349135;2014-12-29T00:00:00+01:00;2025-08-20T09:05:19+02:00;Emmaüs Bas;638722;6816852;59603;91223;Étampes;onstreetBus
52967;52967-59766;2014-12-29T15:31:51+01:00;2025-08-20T09:04:42+02:00;Eglise;645853;6824869;59766;91330;Lardy;onstreetBus
477006;1396973-1396974;2019-06-25T08:54:42+02:00;2025-08-20T09:03:41+02:00;Ecole;646144;6827961;477007;91156;Cheptainville;onstreetBus
425894;837878-837887;2017-02-16T00:00:00+01:00;2025-08-20T09:03:25+02:00;Donjon;650994;6837970;425895;91549;Sainte-Geneviève-des-Bois;onstreetBus
51758;1327374-1327375;2014-12-29T00:00:00+01:00;2025-08-20T09:03:11+02:00;Diderot;650583;6835810;60393;91570;Saint-Michel-sur-Orge;onstreetBus
51354;51354-60395;2014-12-29T15:31:51+01:00;2025-08-20T09:02:29+02:00;D'Alembert;650141;6835886;60395;91570;Saint-Michel-sur-Orge;onstreetBus
47097;47097-1422345;2014-12-29T15:31:51+01:00;2025-08-20T09:02:07+02:00;Croix Boissée;650357;6829993;59957;91332;Leudeville;onstreetBus
53877;53877-60188;2014-12-29T15:31:51+01:00;2025-08-20T09:01:43+02:00;Cossigny;648766;6833661;60188;91103;Brétigny-sur-Orge;onstreetBus
52958;52958-60481;2014-12-29T15:31:51+01:00;2025-08-20T09:01:13+02:00;Commissariat;651231;6836969;60481;91549;Sainte-Geneviève-des-Bois;onstreetBus
477029;1133856-1133858;2019-06-25T08:55:35+02:00;2025-08-20T09:00:53+02:00;Comices;646499;6827795;477030;91156;Cheptainville;onstreetBus
59099;1327278-1327279;2014-12-29T00:00:00+01:00;2025-08-20T09:00:14+02:00;Collège Le Saussay;653545;6825585;59797;91045;Ballancourt-sur-Essonne;onstreetBus
42718;42718-60537;2014-12-29T15:31:51+01:00;2025-08-20T09:00:10+02:00;Collège Paul Eluard;651657;6837560;60537;91549;Sainte-Geneviève-des-Bois;onstreetBus
53905;53905-60312;2014-12-29T15:31:51+01:00;2025-08-20T08:59:40+02:00;Clos Méline;650039;6835143;60312;91494;Le Plessis-Pâté;onstreetBus
49896;49896-59831;2014-12-29T15:31:51+01:00;2025-08-20T08:59:35+02:00;Clos Fortin;627338;6826402;59831;91200;Dourdan;onstreetBus
462256;996371-996373;2018-09-12T17:06:35+02:00;2025-08-20T08:58:53+02:00;Cimetière Martrois;640030;6821938;462257;91226;Étréchy;onstreetBus
45762;845369-897868;2014-12-29T00:00:00+01:00;2025-08-20T08:58:49+02:00;Cimetière;653620;6815575;427242;91099;Boutigny-sur-Essonne;onstreetBus
49895;49895-59839;2014-12-29T15:31:51+01:00;2025-08-20T08:58:43+02:00;Cimetière;627326;6826608;59839;91200;Dourdan;onstreetBus
52955;52955-60709;2014-12-29T15:31:51+01:00;2025-08-20T08:58:21+02:00;Christophe Colomb;649010;6838960;60709;91549;Sainte-Geneviève-des-Bois;onstreetBus
52953;1328580-1328579;2014-12-29T00:00:00+01:00;2025-08-20T08:57:58+02:00;Chevauchée;649520;6842496;61021;91345;Longjumeau;onstreetBus
58903;58903-1134936;2014-12-29T15:31:51+01:00;2025-08-20T08:57:49+02:00;Chemin Vert;650957;6841743;60931;91216;Épinay-sur-Orge;onstreetBus
462233;997947-997949;2018-09-20T14:58:34+02:00;2025-08-20T08:57:27+02:00;Chemin des Clercs;636766;6809670;462234;91079;Boissy-la-Rivière;onstreetBus
42576;42576-59431;2014-12-29T15:31:51+01:00;2025-08-20T08:56:52+02:00;Château d'Eau;625046;6806102;59431;91511;Pussay;onstreetBus
53920;53920-59934;2014-12-29T15:31:51+01:00;2025-08-20T08:56:39+02:00;Château;648622;6829655;59934;91376;Marolles-en-Hurepoix;onstreetBus
52367;1396941-1396940;2014-12-29T15:31:51+01:00;2025-08-20T08:56:30+02:00;Général de Gaulle;654130;6834526;60261;91086;Bondoufle;onstreetBus
42535;42535-59667;2014-12-29T15:31:51+01:00;2025-08-20T08:56:01+02:00;Chanteloup;641783;6821128;59667;91038;Auvers-Saint-Georges;onstreetBus
43714;43714-63165;2014-12-29T15:31:51+01:00;2025-08-20T08:55:48+02:00;Les Champarts;648389;6846477;63165;91377;Massy;onstreetBus
483896;1388842-1434652;2022-05-06T11:18:27+02:00;2025-08-20T08:54:57+02:00;Centre Commercial;639752;6821230;485845;91226;Étréchy;onstreetBus
42467;42467-59866;2014-12-29T15:31:51+01:00;2025-08-20T08:54:48+02:00;Centre;655582;6827560;59866;91244;Fontenay-le-Vicomte;onstreetBus
424437;797351-753190;2016-09-08T10:15:25+02:00;2025-08-20T08:54:37+02:00;Centre;648329;6824825;421776;91095;Bouray-sur-Juine;onstreetBus
58775;58775-1325302;2014-12-29T15:31:51+01:00;2025-08-20T08:54:06+02:00;Carnot;649444;6838445;482703;91570;Saint-Michel-sur-Orge;onstreetBus
49897;1346853-1346854;2014-12-29T00:00:00+01:00;2025-08-20T08:53:30+02:00;Centre Commercial La Croix Saint Jacques;626788;6825522;59791;91200;Dourdan;onstreetBus
53874;53874-60200;2014-12-29T15:31:51+01:00;2025-08-20T08:53:07+02:00;Branly;648821;6833926;60200;91103;Brétigny-sur-Orge;onstreetBus
52937;1389119-1389120;2014-12-29T15:31:51+01:00;2025-08-20T08:52:35+02:00;Boissy la Rivière Ecole;637379;6808582;59449;91079;Boissy-la-Rivière;onstreetBus
53876;53876-60163;2014-12-29T15:31:51+01:00;2025-08-20T08:52:11+02:00;Bois de Chatres;647386;6833507;60163;91103;Brétigny-sur-Orge;onstreetBus
45068;1011341-1011340;2014-12-29T00:00:00+01:00;2025-08-20T08:51:47+02:00;Belambra Club;627287;6825075;59767;91200;Dourdan;onstreetBus
477014;1133813-1135192;2019-06-25T08:55:00+02:00;2025-08-20T08:51:26+02:00;Beau de Rochas;649831;6834120;477077;91103;Brétigny-sur-Orge;onstreetBus
47087;1326390-1326391;2014-12-29T00:00:00+01:00;2025-08-20T08:51:10+02:00;Bâtiment Bresse;626560;6825322;59774;91200;Dourdan;onstreetBus
53002;53002-59869;2014-12-29T15:31:51+01:00;2025-08-20T08:51:01+02:00;Bas de Torfou;642148;6827759;59869;91085;Boissy-sous-Saint-Yon;onstreetBus
52933;52933-60828;2014-12-29T15:31:51+01:00;2025-08-20T08:50:33+02:00;Avenue du Bois;650651;6839987;60828;91667;Villemoisson-sur-Orge;onstreetBus
462252;996349-996351;2018-09-12T17:03:12+02:00;2025-08-20T08:50:23+02:00;Automobiles;638740;6817739;462253;91433;Morigny-Champigny;onstreetBus
57622;797436-797434;2014-12-29T00:00:00+01:00;2025-08-20T08:49:50+02:00;Aristide Briand;650662;6837318;60511;91549;Sainte-Geneviève-des-Bois;onstreetBus
53077;1239683-1239684;2014-12-29T00:00:00+01:00;2025-08-20T08:49:44+02:00;Ancienne Gare / Bierville;636737;6808993;59452;91533;Saclas;onstreetBus
52927;1389099-1389098;2014-12-29T15:31:51+01:00;2025-08-20T08:49:25+02:00;Ecole;638201;6805473;59423;91001;Abbéville-la-Rivière;onstreetBus
52924;1316225-1430489;2014-12-29T00:00:00+01:00;2025-08-20T08:48:42+02:00;46 rue Panserot;644192;6824304;485704;91330;Lardy;onstreetBus
50954;50954-1365614;2014-12-29T15:31:51+01:00;2025-08-18T18:23:47+02:00;Les Pommiers;656811;6865159;71958;93055;Pantin;onstreetBus
46507;46507-71903;2014-12-29T15:31:51+01:00;2025-08-18T18:23:47+02:00;Faidherbe - Belvédère;656888;6864505;71903;93045;Les Lilas;onstreetBus
45622;45622-1237218;2014-12-29T15:31:51+01:00;2025-08-18T18:23:47+02:00;Marseillaise - Cheminets;655989;6865236;462127;93061;Le Pré-Saint-Gervais;onstreetBus
462850;1017078-71914;2019-01-10T00:00:00+01:00;2025-08-18T18:23:47+02:00;Hôpital Robert Debré;656095;6864546;71914;75119;Paris 19e;onstreetBus
52210;52210-1516298;2014-12-29T15:31:51+01:00;2025-08-18T18:23:47+02:00;Place Séverine;656694;6864863;74044;93061;Le Pré-Saint-Gervais;onstreetBus
470539;1327566-72004;2019-03-06T00:00:00+01:00;2025-08-18T18:23:47+02:00;Hoche - Métro;656201;6865876;72004;93055;Pantin;onstreetBus
56235;56235-67731;2014-12-29T15:31:51+01:00;2025-08-12T14:25:09+02:00;ZI Chevalier;676884;6851966;67731;77350;Ozoir-la-Ferrière;onstreetBus
56178;56178-67603;2014-12-29T15:31:51+01:00;2025-08-12T14:23:55+02:00;Stade Laumondé;679233;6848492;67603;77215;Gretz-Armainvilliers;onstreetBus
58706;58706-73989;2014-12-29T15:31:51+01:00;2025-08-12T14:22:55+02:00;Rue de l'Avenue;672499;6847979;73989;77180;Férolles-Attilly;onstreetBus
47210;47210-853367;2014-12-29T15:31:51+01:00;2025-08-12T14:17:55+02:00;Maréchal Foch;683302;6848897;67617;77470;Tournan-en-Brie;onstreetBus
56260;56260-67626;2014-12-29T15:31:51+01:00;2025-08-12T14:10:17+02:00;Cottages;683610;6848937;67626;77470;Tournan-en-Brie;onstreetBus
58886;851261-851262;2014-12-29T00:00:00+01:00;2025-08-12T14:05:43+02:00;Alfred de Vigny;680037;6849002;67575;77215;Gretz-Armainvilliers;onstreetBus
42796;42796-64487;2014-12-29T15:31:51+01:00;2025-08-08T16:01:53+02:00;Croix Rouge;631788;6865613;64487;78551;Saint-Germain-en-Laye;onstreetBus
48731;48731-60600;2014-12-29T15:31:51+01:00;2025-08-08T16:01:47+02:00;Chante Coq;635963;6838242;60600;91111;Briis-sous-Forges;onstreetBus
424166;1201071-1201072;2016-08-23T00:00:00+02:00;2025-08-08T16:01:47+02:00;Lycée Viollet le Duc - Gare Routière;617352;6857695;424167;78683;Villiers-Saint-Frédéric;onstreetBus
44357;44357-63864;2014-12-29T15:31:51+01:00;2025-08-08T16:01:47+02:00;Pissaloup;625191;6855539;63864;78208;Élancourt;onstreetBus
42722;42722-60550;2014-12-29T15:31:51+01:00;2025-08-08T16:01:47+02:00;Collège Racinay;613379;6837933;60550;78517;Rambouillet;onstreetBus
54582;1661704-1661705;2014-12-29T15:31:51+01:00;2025-08-08T07:41:59+02:00;Léonard de Vinci;632543;6878864;66294;78172;Conflans-Sainte-Honorine;onstreetBus
473313;1332685-1106658;2019-03-12T00:00:00+01:00;2025-08-07T09:31:21+02:00;Gare de Ris-Orangis Bois de l'Epine;656343;6837548;60542;91521;Ris-Orangis;onstreetBus
493625;1661516-757921;2025-08-06T15:32:32+02:00;2025-08-06T16:38:50+02:00;Vélizy 2 Sud;642547;6853671;63745;78640;Vélizy-Villacoublay;onstreetBus
43430;1636096-1142295;2014-12-29T00:00:00+01:00;2025-08-06T14:58:14+02:00;Léon Blum;665718;6867715;73362;93046;Livry-Gargan;onstreetTram
47933;1636100-999522;2014-12-29T00:00:00+01:00;2025-08-06T14:55:21+02:00;Freinville Sevran;664763;6869721;73411;93071;Sevran;onstreetTram
411280;1636103-411560;2015-01-26T14:59:47+01:00;2025-08-06T14:51:56+02:00;Lycée Henri Sellier;664462;6868550;411281;93046;Livry-Gargan;onstreetTram
54538;54538-66398;2014-12-29T15:31:51+01:00;2025-08-06T10:12:35+02:00;Bois d'Aulne;635495;6879506;66398;78172;Conflans-Sainte-Honorine;onstreetBus
480360;1367304-660485;2020-12-09T00:00:00+01:00;2025-07-31T08:55:25+02:00;Université des Chênes - Préfecture RER;632473;6882559;66696;95127;Cergy;onstreetBus
58102;58102-69754;2014-12-29T15:31:51+01:00;2025-07-30T17:55:54+02:00;Ferme de Grignon;655512;6850683;69754;94073;Thiais;onstreetBus
46289;46289-845658;2014-12-29T15:31:51+01:00;2025-07-30T17:55:54+02:00;Cité des Vergers;656035;6850978;426139;94073;Thiais;onstreetBus
58977;58977-74091;2014-12-29T15:31:51+01:00;2025-07-30T17:55:54+02:00;La Galaise;654754;6851677;74091;94073;Thiais;onstreetBus
51296;51296-69782;2014-12-29T15:31:51+01:00;2025-07-30T17:55:54+02:00;Charles Jules Vaillant;656946;6851111;69782;94022;Choisy-le-Roi;onstreetBus
493287;1653382-1361957;2025-05-29T08:02:38+02:00;2025-07-30T17:55:54+02:00;Palais Omnisports;655034;6852277;69849;94073;Thiais;onstreetBus
480960;1257428-1257436;2021-05-03T00:00:00+02:00;2025-07-30T09:26:16+02:00;Heurtebise;699506;6813953;480961;77245;Laval-en-Brie;onstreetBus
